image_file,review_text,rating,product_name,pii_redacted,label_manusia,sulit_dinilai,catatan
796ed1191e18afb1.jpg,"Bahan:halus lembut nyaman
Desain:bagus menarik
Tekstur:halus

Alhamdulillah baju saya udah sampai dgn selamat dan amann... real pict sesuai yg di live pokoknya sukaa 🥰💖 Terimakasih seller 🙏🥰",5,42801670964,tidak,,,
2c83b36bb8041930.jpg,"Bahan:bahan nya adem
Tekstur:sangat lembut & nyaman
Desain:menarik",5,42801670964,tidak,,,
4a5a2452bbbee3ea.jpg,"Bahan:adem ringan
Tekstur:nyaman
Desain:baguss cocok bnget di badan

bagus"" kok dengan segituu worth it bangett gaess
nnti beli lagii deh pan kapann",5,42801670964,tidak,,,
205dbc64744c1029.jpg,"Bahan:adem ringan
Tekstur:nyaman
Desain:baguss cocok bnget di badan

bagus"" kok dengan segituu worth it bangett gaess
nnti beli lagii deh pan kapann",5,42801670964,tidak,,,
192aa1aa04547476.jpg,"Bahan:katun
Tekstur:lembut
Desain:cutting belah

Sesuai harga lah lumayan buat ganti ganti
Makasih",5,42801670964,tidak,,,
8276892010411745.jpg,"Bahan:katun
Tekstur:lembut
Desain:cutting belah

Sesuai harga lah lumayan buat ganti ganti
Makasih",5,42801670964,tidak,,,
6934605775e2525e.jpg,"Bahan:kualitasnya sesuai standar
Tekstur:sangat lembut dan nyaman
Desain:imut dan menarik perhatian

baru kali ini nemu kaos yg lucu banget trs bagus banget lagi, soalnya mau dipakai di acara sekolah🎀⭐⭐⭐⭐⭐",5,42801670964,tidak,,,
001ef1481e3eccd1.jpg,"Bahan:kualitasnya sesuai standar
Tekstur:sangat lembut dan nyaman
Desain:imut dan menarik perhatian

baru kali ini nemu kaos yg lucu banget trs bagus banget lagi, soalnya mau dipakai di acara sekolah🎀⭐⭐⭐⭐⭐",5,42801670964,tidak,,,
73c0411e70cae47c.jpg,"Bahan:tdk tembus pandang
Desain:menarik
Tekstur:lembut

kaosnya sdh dtg, bahan melar, nyaman dan pas si ukuranku. Semua sesuai dg deskripsi.",5,42801670964,tidak,,,
81a0b27877122ac1.jpg,"Bahan:tdk tembus pandang
Desain:menarik
Tekstur:lembut

kaosnya sdh dtg, bahan melar, nyaman dan pas si ukuranku. Semua sesuai dg deskripsi.",5,42801670964,tidak,,,
4d5ef639fa519ad1.jpg,"Bahan:sangat halus dan nyaman
Desain:sederhana namun elegan
Tekstur:sangat lembut dan nyaman buat sehari hari",5,42801670964,tidak,,,
c8376dbf970466c9.jpg,"Bahan:nyaman dan tidak panas, ringan, untuk olahraga
Tekstur:sangat lembut dan nyaman
Desain:bagus dengan detail menarik

Order pertama size M, fit di badan,
Orderan kedua Krn harga terjangkau dan bahan bagus serta nyaman ini coba size L, ingin lebih longgar, tetap pas dipakai di badan.",5,42801670964,tidak,,,
51ed10cf555fe1c6.jpg,"Bahan:nyaman dan tidak panas, ringan, untuk olahraga
Tekstur:sangat lembut dan nyaman
Desain:bagus dengan detail menarik

Order pertama size M, fit di badan,
Orderan kedua Krn harga terjangkau dan bahan bagus serta nyaman ini coba size L, ingin lebih longgar, tetap pas dipakai di badan.",5,42801670964,tidak,,,
5cb7645a16c5cab2.jpg,"Bahan:nyaman dan tidak panas, ringan, untuk olahraga
Tekstur:sangat lembut dan nyaman
Desain:bagus dengan detail menarik

Order pertama size M, fit di badan,
Orderan kedua Krn harga terjangkau dan bahan bagus serta nyaman ini coba size L, ingin lebih longgar, tetap pas dipakai di badan.",5,42801670964,tidak,,,
baef623ffb16602e.jpg,"Bahan:nyaman dan tidak panas, ringan, untuk olahraga
Tekstur:sangat lembut dan nyaman
Desain:bagus dengan detail menarik

Order pertama size M, fit di badan,
Orderan kedua Krn harga terjangkau dan bahan bagus serta nyaman ini coba size L, ingin lebih longgar, tetap pas dipakai di badan.",5,42801670964,tidak,,,
e4ada90b562b109e.jpg,"Bahan:bagus ngak tembus pandang
Desain:modern
Tekstur:sangat lembut

Bajux aku Sukak sekali...adem ngak bikin gerah",5,42801670964,tidak,,,
bfefc0b8a1fb0b3c.jpg,"Bahan:bagus ngak tembus pandang
Desain:modern
Tekstur:sangat lembut

Bajux aku Sukak sekali...adem ngak bikin gerah",5,42801670964,tidak,,,
0dccbeec907f5011.jpg,"Bahan:bagus ngak tembus pandang
Desain:modern
Tekstur:sangat lembut

Bajux aku Sukak sekali...adem ngak bikin gerah",5,42801670964,tidak,,,
9fe856486ee60036.jpg,"Bahan:lembut gak nerawang
Desain:simpel
Tekstur:lembut

Pas dibadan, bahannya gak tipis enaken, next beli warna lain👍🏻",5,42801670964,tidak,,,
d9d5fd932c4efb19.jpg,"Bahan:lembut gak nerawang
Desain:simpel
Tekstur:lembut

Pas dibadan, bahannya gak tipis enaken, next beli warna lain👍🏻",5,42801670964,tidak,,,
83d365e0ced098d8.jpg,"Bahan:enakeun
Tekstur:lembut
Desain:suka bagus

Jangan ragu untuk beli di toko ini 
Aku dah beli dua kali alhamdulillah tokonya amanah 
Masya allah berkah sllu dan sehat sllu makasih🙏",5,42801670964,tidak,,,
6ac131f49c7e4b53.jpg,"Bahan:enakeun
Tekstur:lembut
Desain:suka bagus

Jangan ragu untuk beli di toko ini 
Aku dah beli dua kali alhamdulillah tokonya amanah 
Masya allah berkah sllu dan sehat sllu makasih🙏",5,42801670964,tidak,,,
00faf1397de5b7b6.jpg,"Bahan:enakeun
Tekstur:lembut
Desain:suka bagus

Jangan ragu untuk beli di toko ini 
Aku dah beli dua kali alhamdulillah tokonya amanah 
Masya allah berkah sllu dan sehat sllu makasih🙏",5,42801670964,tidak,,,
82dcaaa1e284effb.jpg,"alhamdulillah pket dah sampe, pas di badan suka sma baju nya, kaos yg warna terang sedikit nerawang but it’s oke overall good",5,42801670964,tidak,,,
aeba9c2c43104564.jpg,"Bahan:bagus
Tekstur:lembut
Desain:real pict

bagus bgtt dipake nonton konser ga gerahhhh, datangnya cepat sesuai di note makasi seller",5,42801670964,tidak,,,
34c77ae395560ec7.jpg,"Bahan:halus dan tidak tembus
Desain:polos putih
Tekstur:lembut

Barang nya cepet banget sampe nya pesen hari Senin Selasa nya udh sampe, awalnya mau batalin pesanan karna takut lama tapi ternyata cepet🥰",5,42801670964,tidak,,,
14027e6b586b0dbe.jpg,"Bahan:halus dan tidak tembus
Desain:polos putih
Tekstur:lembut

Barang nya cepet banget sampe nya pesen hari Senin Selasa nya udh sampe, awalnya mau batalin pesanan karna takut lama tapi ternyata cepet🥰",5,42801670964,tidak,,,
c8c6e63af7181b65.jpg,"Bahan:kaos adem
Desain:lucu
Tekstur:lembut

adem ga panas kaosnya lembut di ukiran L nya.. abu nya ga trlalu gelap ga trlalu terang bagus banget sukaa.. next mau order lagi bahanya meral juga gitu pas banget ..",5,42801670964,tidak,,,
74bdf774e3e036e6.jpg,"Bahan:sejuk dan nyaman
Desain:modern
Tekstur:sangat lembut dan halus

Kaos wanita polos bagus bgt modelnya trus bawahnya oval lg jahitan rapih bahan adem lembut nyaman dikulit",5,42801670964,tidak,,,
99bb1dd8e8ba0c5e.jpg,"Bahan:lumayan
Desain:oke
Tekstur:lembut

Pengemasan dan pengiriman cepet. Packaging standar dan aman. Utk barangnya sih sesuai ya size L tp utk BB 48 pas. Sesuai harga",5,42801670964,tidak,,,
3d6d0771ede7bfdc.jpg,"Bahan:lumayan
Desain:oke
Tekstur:lembut

Pengemasan dan pengiriman cepet. Packaging standar dan aman. Utk barangnya sih sesuai ya size L tp utk BB 48 pas. Sesuai harga",5,42801670964,tidak,,,
780f87151616a21d.jpg,"Bahan:lumayan
Desain:oke
Tekstur:lembut

Pengemasan dan pengiriman cepet. Packaging standar dan aman. Utk barangnya sih sesuai ya size L tp utk BB 48 pas. Sesuai harga",5,42801670964,tidak,,,
d847eabaf16cd7be.jpg,"Bahan:lembut
Desain:lucu
Tekstur:nyaman

Bagus, bahan ringan dan nyaman sesuai pesanan, harga terjangkau",5,42801670964,tidak,,,
1873c7bdd85ce7df.jpg,"Bahan:lembut
Desain:lucu
Tekstur:nyaman

Bagus, bahan ringan dan nyaman sesuai pesanan, harga terjangkau",5,42801670964,tidak,,,
275531baef5d8bef.jpg,"Bahan:tidak tembus pandang
Tekstur:lembut dan nyaman
Desain:memiliki disen yg menarik

paket baru aja nyampe,bajunya bagus bgt,niat hati mau buat sendiri malah di pake anak gadisku,, resiko punya anak gadis ya begini.. hehee otw co LG🤭🤭",5,42801670964,tidak,,,
5c1809012d4b3516.jpg,"Bahan:tidak tembus pandang
Tekstur:lembut dan nyaman
Desain:memiliki disen yg menarik

paket baru aja nyampe,bajunya bagus bgt,niat hati mau buat sendiri malah di pake anak gadisku,, resiko punya anak gadis ya begini.. hehee otw co LG🤭🤭",5,42801670964,tidak,,,
7e96fa7ca92d1e9c.jpg,"Bahan:tidak tembus pandang
Tekstur:lembut dan nyaman
Desain:memiliki disen yg menarik

paket baru aja nyampe,bajunya bagus bgt,niat hati mau buat sendiri malah di pake anak gadisku,, resiko punya anak gadis ya begini.. hehee otw co LG🤭🤭",5,42801670964,tidak,,,
561a66196eec6373.jpg,"Bahan:tidak tembus pandang
Tekstur:lembut dan nyaman
Desain:memiliki disen yg menarik

paket baru aja nyampe,bajunya bagus bgt,niat hati mau buat sendiri malah di pake anak gadisku,, resiko punya anak gadis ya begini.. hehee otw co LG🤭🤭",5,42801670964,tidak,,,
39eda99e22c33736.jpg,"Bahan:bagus banget
Desain:modern
Tekstur:lembut

di aku ga ngecrop tpi pas ga kecil ga besar, bagus bangett, recommended sii",5,42801670964,tidak,,,
f1199994270f46ca.jpg,"Bahan:bagus banget
Desain:modern
Tekstur:lembut

di aku ga ngecrop tpi pas ga kecil ga besar, bagus bangett, recommended sii",5,42801670964,tidak,,,
fa925e11c10ed2cc.jpg,"Kenyamanan:td tau
Tekstur:licin
Desain:b aj

Terawang bgt minta hitam dkirim putih! Tokony g amanah",1,48953031481,tidak,,,
c63f5520daf15869.jpg,"Kenyamanan:td tau
Tekstur:licin
Desain:b aj

Terawang bgt minta hitam dkirim putih! Tokony g amanah",1,48953031481,tidak,,,
43f2fb071ff093a5.jpg,"Kenyamanan:robek
Bahan:maaf TPI barang nya robek tdk sesuai
Desain:robek

Lain kali mbak , sebelum peking barang diliat dulu apakah barang yang mau di kirim itu udah sesuai apa gmna ini barang nya robek looo ,tapi nggak papa ini sebagai peringatan aja lain kali jngn kek gini lagi ke kostumer lainx yaa👍🏻",1,48953031481,tidak,,,
8b99f5f87e52174c.jpg,"Kenyamanan:robek
Bahan:maaf TPI barang nya robek tdk sesuai
Desain:robek

Lain kali mbak , sebelum peking barang diliat dulu apakah barang yang mau di kirim itu udah sesuai apa gmna ini barang nya robek looo ,tapi nggak papa ini sebagai peringatan aja lain kali jngn kek gini lagi ke kostumer lainx yaa👍🏻",1,48953031481,tidak,,,
32778f59a837ab95.jpg,"Kenyamanan:robek
Bahan:maaf TPI barang nya robek tdk sesuai
Desain:robek

Lain kali mbak , sebelum peking barang diliat dulu apakah barang yang mau di kirim itu udah sesuai apa gmna ini barang nya robek looo ,tapi nggak papa ini sebagai peringatan aja lain kali jngn kek gini lagi ke kostumer lainx yaa👍🏻",1,48953031481,tidak,,,
a153e6925bd0882d.jpg,"Kenyamanan:robek
Bahan:maaf TPI barang nya robek tdk sesuai
Desain:robek

Lain kali mbak , sebelum peking barang diliat dulu apakah barang yang mau di kirim itu udah sesuai apa gmna ini barang nya robek looo ,tapi nggak papa ini sebagai peringatan aja lain kali jngn kek gini lagi ke kostumer lainx yaa👍🏻",1,48953031481,tidak,,,
30b756764942e07e.jpg,GUA CHT GA DI BALES BARANG RUSAK BOLONG” NIAT JUALAN GASI HARGA UDH MAU 50rb HARUSNY GA BLONG KAYA GINI DI KSIH BRANG BEKAS GAUSAH BELI DISINI UDH DI CHT DRI SIANG SMPE SKRG TENGAH MLAM GA DI BLS PDHL ONLINE TERUS KOCAKK❗️💩💩💩🤮,1,48953031481,tidak,,,
2fac6788f3c81303.jpg,GUA CHT GA DI BALES BARANG RUSAK BOLONG” NIAT JUALAN GASI HARGA UDH MAU 50rb HARUSNY GA BLONG KAYA GINI DI KSIH BRANG BEKAS GAUSAH BELI DISINI UDH DI CHT DRI SIANG SMPE SKRG TENGAH MLAM GA DI BLS PDHL ONLINE TERUS KOCAKK❗️💩💩💩🤮,1,48953031481,tidak,,,
6d0ef4aa248abd54.jpg,"kecewa sih sama toko ini order nya yang warna coklat yang dateng malah warna hitam gk sesuai bangett, padahal sebelum nya saya pernah chekout baju di toko ini dan yang dateng sesuai warna hitam,dan saya chekout ke dua kali nya malah yang dateng warna hitam lagi padahal saya chekout nya warna coklat😕",1,48953031481,tidak,,,
55bd6b1feb09a0dd.jpg,"Kenyamanan:baju bagus
Bahan:bahan adem strecing
Desain:bagus

pink 3, coklat 2, harusnya ini malah sebaliknya aku pesen baju banyak, trus dia salah kirim 1
aku gamasalah dia salah kirim 1, sudah ku komplain cht admin malah gada respon sama sekali, sudah 1 minggu loh nungguin balasan, minimal balas minta maaf atau apa kek, ini malah di cuekin, yg tdi nya mau ikhlasin malah kesel krna seller gada respon samsek.",1,48953031481,tidak,,,
6fa86c5c2e6a3c38.jpg,"Pesan UK L malah kecil bgt . Buat di anak Usia 7 tahun . Nyesel belinya , barangnya mahal . Tidak sesuai di foto""",1,48953031481,tidak,,,
c67a5e1a1d21fc83.jpg,"pesen warna putih di kirim warna hitam, fyi yg di vid itu bukan bajunya soalnya lagi di laundry. tapi jujur yg di kirim warna hitam padahal pesan warna putih, di desk paketnya juga tertera warna putih , tapi yang di kirim warna hitam. mengubah warna tanpa ada pemberitahuan terlebih dahulu.",1,48953031481,tidak,,,
b9840027d5228af9.jpg,"Tekstur:ada noda putih2 di baju,tetus saya beli warna mahogany",1,48953031481,tidak,,,
4ed4687dbb5c5171.jpg,"Tekstur:ada noda putih2 di baju,tetus saya beli warna mahogany",1,48953031481,tidak,,,
b70703947d2013af.jpg,"pesen warna putih, yang dateng malah hitam. Saya sudah nunggu dari beberapa hari lalu, berharap sekarang bisa dipakai. Sangat mengecewakan!",1,48953031481,tidak,,,
57c7ad42fddc59ab.jpg,"Kenyamanan:nyaman
Bahan:bagus
Desain:bagus

padahal bagus bahannya tp dpet barang zonk",1,48953031481,tidak,,,
863510ba51b57f65.jpg,Barang yg di kirimkan rusak kecewa bnget,1,48953031481,tidak,,,
e285521320b4a87c.jpg,Barang yg di kirimkan rusak kecewa bnget,1,48953031481,tidak,,,
2dae67bc04783c9d.jpg,"packing lama, yg dikirim jg salah, seller no respon bad bgt",1,48953031481,tidak,,,
50c9938cc0c3f282.jpg,"Kenyamanan:kurang

beli baju baru dikasih baju bolong,mana ga cuma 1 lagi bolongnya",1,48953031481,tidak,,,
3d3de50aae19c979.jpg,"Kenyamanan:kurang

beli baju baru dikasih baju bolong,mana ga cuma 1 lagi bolongnya",1,48953031481,tidak,,,
0b49e4885d706f22.jpg,"Bahan:bahan baju warna coklatnya halus

Halo kak kenapa ya chat aku gak di balas kecewa sedikit pesannya warna putih 1 dan coklat tapi yang dikirim warna hitam🥹
Semoga kedepannya lebih teliti lagi ya dan sebenarnya yang paling kubutuh itu yang warna putih tapi ya sudah lah",1,48953031481,tidak,,,
fee23abfd41eeb1e.jpg,"jelek njs psen Mahogany yg dtg item di cht kaga jwb,mksdny apaan dh nysl beli dsni",1,48953031481,tidak,,,
97583f3ab5424422.jpg,Kenyamanan:gak nyaman karena ada bekas rokok,1,48953031481,tidak,,,
e7168b233e7a7def.jpg,pesan warna pink yang dateng malah warna coklat,1,48953031481,tidak,,,
